unit_id,machine_type,total_cycles,production_line,max_operating_temp_c,rated_speed_rpm,crew_shift,priority_level,last_overhaul_cycle
423,Turbofan-B,231,LINE-2,530.9,8659,morning,high,57
424,Turbofan-C,195,LINE-3,566.7,9259,night,low,6
425,Turbofan-A,234,LINE-3,517.5,9400,morning,medium,61
426,Turbofan-B,165,LINE-4,539.1,8267,afternoon,high,41
427,Turbofan-B,263,LINE-2,552.5,8465,night,high,25
428,Turbofan-A,201,LINE-4,512.0,9254,afternoon,low,45
429,Turbofan-C,170,LINE-1,559.7,9171,afternoon,high,19
430,Turbofan-B,172,LINE-4,611.8,8808,afternoon,low,48
431,Turbofan-C,409,LINE-2,525.7,9669,afternoon,high,110
432,Turbofan-B,232,LINE-1,544.1,9668,night,medium,54
433,Turbofan-A,215,LINE-1,539.7,8894,night,high,6
434,Turbofan-A,193,LINE-4,564.4,8993,morning,critical,14
435,Turbofan-C,259,LINE-1,558.0,8610,afternoon,high,5
436,Turbofan-A,153,LINE-3,544.0,8875,night,low,4
437,Turbofan-A,255,LINE-2,542.2,8427,night,medium,75
438,Turbofan-A,221,LINE-1,553.0,8776,morning,medium,27
439,Turbofan-C,166,LINE-4,584.5,8181,morning,low,39
440,Turbofan-A,147,LINE-2,534.1,8377,morning,high,7
441,Turbofan-C,347,LINE-5,514.4,9491,night,high,39
442,Turbofan-A,285,LINE-5,590.3,9807,night,high,50
443,Turbofan-A,181,LINE-2,544.4,8667,morning,low,11
444,Turbofan-C,226,LINE-4,579.1,9085,morning,high,6
445,Turbofan-A,266,LINE-5,514.0,9151,night,medium,16
446,Turbofan-B,341,LINE-1,590.0,8216,night,high,30
447,Turbofan-B,172,LINE-1,511.7,8450,morning,medium,16
448,Turbofan-A,322,LINE-1,504.5,9312,afternoon,medium,0
449,Turbofan-C,207,LINE-2,584.8,9121,morning,medium,30
450,Turbofan-C,181,LINE-1,548.2,8583,night,medium,3
451,Turbofan-C,156,LINE-1,550.1,9718,afternoon,medium,27
452,Turbofan-A,158,LINE-2,565.0,9637,afternoon,medium,46
453,Turbofan-B,171,LINE-3,509.3,10295,night,high,46
454,Turbofan-B,392,LINE-4,547.3,8960,afternoon,high,2
455,Turbofan-B,166,LINE-1,547.9,8339,afternoon,medium,39
456,Turbofan-C,491,LINE-2,519.9,9429,night,low,100
457,Turbofan-A,275,LINE-4,596.4,9450,afternoon,low,34
458,Turbofan-C,307,LINE-1,600.3,9241,afternoon,medium,5
459,Turbofan-B,145,LINE-2,556.3,9241,night,low,37
460,Turbofan-B,152,LINE-2,549.3,10188,morning,low,8
461,Turbofan-B,321,LINE-5,561.5,9059,night,low,80
462,Turbofan-C,299,LINE-2,512.0,9451,afternoon,medium,1
463,Turbofan-B,307,LINE-2,591.6,9604,morning,medium,18
464,Turbofan-A,274,LINE-1,503.4,9249,afternoon,high,53
465,Turbofan-B,193,LINE-1,537.5,9360,night,medium,25
466,Turbofan-A,331,LINE-1,577.8,8431,night,high,55
467,Turbofan-B,221,LINE-2,545.0,9499,morning,high,50
468,Turbofan-A,230,LINE-3,598.3,8950,night,high,59
469,Turbofan-C,334,LINE-4,557.4,8978,night,high,20
470,Turbofan-B,354,LINE-1,532.9,8853,morning,medium,94
471,Turbofan-A,301,LINE-1,578.7,9757,night,medium,64
472,Turbofan-A,272,LINE-4,564.9,9068,night,high,22
473,Turbofan-B,256,LINE-4,576.9,9805,night,critical,74
474,Turbofan-A,253,LINE-5,500.0,9042,morning,critical,13
475,Turbofan-A,224,LINE-2,555.0,9471,afternoon,high,43
476,Turbofan-C,184,LINE-2,567.1,8628,morning,medium,32
477,Turbofan-B,151,LINE-5,606.5,9437,night,low,24
478,Turbofan-B,343,LINE-1,533.4,8465,afternoon,medium,22
479,Turbofan-C,210,LINE-1,513.5,9295,morning,high,43
480,Turbofan-B,245,LINE-4,531.0,9641,morning,critical,1
481,Turbofan-C,227,LINE-3,549.4,9186,night,critical,22
482,Turbofan-A,211,LINE-3,481.0,9255,night,high,35
483,Turbofan-C,280,LINE-1,544.5,9830,afternoon,high,54
484,Turbofan-B,186,LINE-3,531.3,8994,afternoon,medium,16
485,Turbofan-A,150,LINE-1,535.8,8305,night,high,31
486,Turbofan-A,297,LINE-2,566.9,8395,night,critical,25
487,Turbofan-A,163,LINE-1,533.8,9075,night,medium,26
488,Turbofan-A,202,LINE-1,564.4,8793,night,critical,12
489,Turbofan-A,247,LINE-3,539.9,8929,night,medium,15
490,Turbofan-A,297,LINE-1,572.1,9147,night,high,84
491,Turbofan-A,263,LINE-2,533.3,8352,night,high,37
492,Turbofan-C,219,LINE-5,558.2,9104,morning,medium,5
493,Turbofan-B,201,LINE-2,581.0,8631,morning,critical,27
494,Turbofan-A,276,LINE-5,486.2,8765,afternoon,low,22
495,Turbofan-A,221,LINE-5,561.9,9319,night,medium,15
496,Turbofan-B,143,LINE-4,540.6,8931,night,medium,39
497,Turbofan-C,388,LINE-1,526.3,7916,night,low,1
498,Turbofan-A,177,LINE-1,558.3,8498,morning,medium,37
499,Turbofan-A,202,LINE-1,579.3,9632,morning,high,31
500,Turbofan-B,206,LINE-2,559.4,9090,night,high,0
501,Turbofan-B,279,LINE-3,550.4,8740,night,medium,46
502,Turbofan-B,280,LINE-2,563.2,8408,morning,low,50
503,Turbofan-C,223,LINE-3,579.3,9272,night,medium,5
504,Turbofan-C,203,LINE-4,551.0,9356,night,low,22
505,Turbofan-B,177,LINE-3,533.6,8180,afternoon,medium,42
506,Turbofan-A,321,LINE-2,585.3,8512,afternoon,low,87
507,Turbofan-A,375,LINE-3,552.8,9338,night,low,19
508,Turbofan-B,322,LINE-2,608.4,9328,afternoon,medium,44
509,Turbofan-A,446,LINE-3,542.0,8659,night,high,64
510,Turbofan-A,172,LINE-4,544.8,9351,afternoon,medium,14
511,Turbofan-C,285,LINE-1,579.4,9277,night,medium,26
512,Turbofan-A,357,LINE-2,547.4,9185,afternoon,medium,49
513,Turbofan-B,304,LINE-4,510.5,9162,afternoon,high,57
514,Turbofan-B,197,LINE-4,513.1,8502,night,low,16
515,Turbofan-C,344,LINE-3,540.2,9027,morning,medium,44
516,Turbofan-C,347,LINE-2,579.6,9207,night,high,103
517,Turbofan-B,193,LINE-2,490.7,9048,night,high,26
518,Turbofan-B,281,LINE-1,590.5,9469,afternoon,low,43
519,Turbofan-A,177,LINE-1,490.9,9222,night,medium,51
520,Turbofan-B,218,LINE-2,526.5,8595,night,low,12
521,Turbofan-A,244,LINE-2,553.7,8743,night,high,61
522,Turbofan-A,297,LINE-5,518.0,9240,afternoon,critical,66
523,Turbofan-B,170,LINE-2,519.8,9429,afternoon,medium,13
524,Turbofan-A,184,LINE-3,585.9,8493,afternoon,medium,23
525,Turbofan-C,351,LINE-2,499.1,9077,morning,high,46
526,Turbofan-C,175,LINE-2,543.5,9029,night,high,20
527,Turbofan-A,167,LINE-3,522.8,8802,night,medium,29
528,Turbofan-C,163,LINE-4,543.6,9565,night,medium,5
529,Turbofan-A,226,LINE-2,586.5,9090,morning,low,7
530,Turbofan-B,185,LINE-3,584.4,8818,afternoon,medium,22
531,Turbofan-B,312,LINE-3,521.2,8897,night,medium,60
532,Turbofan-A,308,LINE-1,513.0,9626,night,medium,52
533,Turbofan-A,181,LINE-4,606.2,8679,afternoon,high,30
534,Turbofan-B,244,LINE-1,585.6,9034,night,low,10
535,Turbofan-B,230,LINE-5,554.1,8403,afternoon,critical,53
536,Turbofan-B,152,LINE-5,534.0,8813,afternoon,high,34
537,Turbofan-B,148,LINE-4,536.7,8247,night,critical,6
538,Turbofan-B,250,LINE-3,560.1,9451,afternoon,medium,57
539,Turbofan-A,218,LINE-3,528.2,9200,afternoon,medium,8
540,Turbofan-A,305,LINE-3,542.3,8825,night,critical,30
541,Turbofan-C,187,LINE-5,524.0,9193,morning,high,12
542,Turbofan-C,197,LINE-5,546.5,8575,morning,medium,30
543,Turbofan-B,184,LINE-2,623.7,9196,morning,medium,23
544,Turbofan-B,159,LINE-1,551.6,9366,afternoon,high,24
545,Turbofan-B,277,LINE-3,538.1,9252,morning,high,20
546,Turbofan-C,232,LINE-3,581.6,8896,afternoon,low,68
547,Turbofan-C,259,LINE-1,610.4,8612,morning,medium,20
548,Turbofan-A,388,LINE-2,577.2,8355,night,critical,28
549,Turbofan-B,168,LINE-1,530.0,9501,morning,low,36
550,Turbofan-C,212,LINE-3,565.5,8373,morning,high,35
551,Turbofan-C,354,LINE-2,545.7,9953,afternoon,medium,22
552,Turbofan-B,191,LINE-5,525.0,9044,night,high,12
553,Turbofan-C,196,LINE-3,555.0,7850,night,medium,3
554,Turbofan-C,249,LINE-4,548.0,8585,afternoon,high,14
555,Turbofan-B,239,LINE-1,539.6,8994,night,medium,21
556,Turbofan-C,270,LINE-5,556.7,8862,night,high,73
557,Turbofan-B,262,LINE-2,538.1,8756,night,high,42
558,Turbofan-B,245,LINE-2,630.4,8716,morning,low,25
559,Turbofan-C,167,LINE-1,520.2,9869,morning,high,4
560,Turbofan-A,261,LINE-5,548.6,8511,night,low,6
561,Turbofan-B,260,LINE-2,544.4,9883,morning,medium,12
562,Turbofan-A,194,LINE-4,572.6,9023,morning,low,51
563,Turbofan-B,224,LINE-1,509.0,9154,morning,high,17
564,Turbofan-A,203,LINE-5,550.2,9869,night,high,14
565,Turbofan-B,170,LINE-3,573.5,8808,morning,medium,33
566,Turbofan-B,266,LINE-3,528.8,7995,afternoon,high,24
567,Turbofan-B,183,LINE-1,488.5,9597,night,high,14
568,Turbofan-B,304,LINE-1,560.5,9593,morning,medium,14
569,Turbofan-C,325,LINE-5,580.9,9412,night,medium,37
570,Turbofan-B,186,LINE-4,611.0,8878,afternoon,low,9
571,Turbofan-A,297,LINE-4,486.3,8932,night,medium,25
572,Turbofan-C,340,LINE-5,559.9,7880,night,critical,66
573,Turbofan-C,184,LINE-5,553.1,8852,morning,medium,49
574,Turbofan-A,161,LINE-3,560.2,9073,afternoon,high,0
575,Turbofan-C,131,LINE-1,575.9,9361,night,low,0
576,Turbofan-B,344,LINE-1,584.5,9137,night,medium,24
577,Turbofan-B,342,LINE-3,549.7,8813,morning,medium,4
578,Turbofan-A,543,LINE-4,526.7,9021,afternoon,high,8
579,Turbofan-C,187,LINE-4,576.2,8454,morning,medium,17
580,Turbofan-C,177,LINE-4,512.4,8586,afternoon,low,21
581,Turbofan-B,194,LINE-3,540.3,8378,morning,medium,53
582,Turbofan-B,174,LINE-2,548.8,9220,night,low,14
583,Turbofan-B,226,LINE-1,519.3,8825,morning,high,38
584,Turbofan-B,170,LINE-1,566.9,9875,morning,medium,22
585,Turbofan-A,239,LINE-3,580.9,8642,morning,medium,2
586,Turbofan-C,302,LINE-2,511.0,8863,night,medium,88
587,Turbofan-C,235,LINE-2,562.7,9449,afternoon,medium,68
588,Turbofan-B,248,LINE-1,544.9,9569,morning,medium,53
589,Turbofan-C,190,LINE-5,497.3,7911,afternoon,medium,17
590,Turbofan-A,166,LINE-3,576.8,9437,night,medium,15
591,Turbofan-B,370,LINE-4,557.3,9100,morning,low,24
592,Turbofan-B,254,LINE-5,561.1,9289,morning,high,62
593,Turbofan-B,489,LINE-1,523.9,9268,morning,medium,4
594,Turbofan-A,247,LINE-1,560.3,8537,morning,critical,66
595,Turbofan-B,149,LINE-3,524.8,10217,afternoon,high,41
596,Turbofan-B,205,LINE-4,530.8,8452,night,medium,15
597,Turbofan-B,225,LINE-3,523.3,8804,night,high,10
598,Turbofan-A,178,LINE-1,590.0,9970,night,low,50
599,Turbofan-A,251,LINE-5,579.6,9228,afternoon,low,43
600,Turbofan-C,298,LINE-4,546.3,9436,night,low,82
601,Turbofan-A,199,LINE-5,557.7,8951,night,low,19
602,Turbofan-C,209,LINE-4,557.3,10025,night,medium,61
603,Turbofan-A,184,LINE-1,539.4,8470,night,low,35
604,Turbofan-C,297,LINE-1,543.5,8953,night,medium,10
605,Turbofan-C,228,LINE-1,520.8,9272,afternoon,low,16
606,Turbofan-B,303,LINE-2,549.8,9672,afternoon,low,11
607,Turbofan-A,234,LINE-4,550.8,9200,night,low,39
608,Turbofan-B,193,LINE-4,577.2,9752,afternoon,medium,38
609,Turbofan-B,261,LINE-1,576.5,9123,afternoon,low,77
610,Turbofan-A,149,LINE-2,566.0,9018,afternoon,low,33
611,Turbofan-A,351,LINE-4,523.8,8919,morning,high,34
612,Turbofan-A,262,LINE-2,531.0,9515,morning,high,68
613,Turbofan-A,168,LINE-4,552.6,9041,afternoon,high,25
614,Turbofan-B,203,LINE-1,532.6,10127,night,high,54
615,Turbofan-B,295,LINE-5,541.2,9691,morning,high,16
616,Turbofan-A,139,LINE-3,533.0,9281,afternoon,medium,6
617,Turbofan-C,298,LINE-2,542.5,9565,afternoon,medium,7
618,Turbofan-C,399,LINE-1,528.4,9136,night,medium,19
619,Turbofan-A,288,LINE-3,519.5,9934,morning,critical,69
620,Turbofan-C,187,LINE-4,567.2,8266,night,medium,9
621,Turbofan-C,303,LINE-4,532.8,8489,night,high,64
622,Turbofan-B,313,LINE-1,529.1,8472,afternoon,low,8
623,Turbofan-A,285,LINE-3,525.9,9199,morning,high,12
624,Turbofan-B,380,LINE-3,591.6,9129,night,high,61
625,Turbofan-B,255,LINE-3,588.5,9302,afternoon,critical,27
626,Turbofan-A,269,LINE-3,525.9,8713,morning,medium,68
627,Turbofan-C,263,LINE-3,637.0,9470,night,low,36
628,Turbofan-B,196,LINE-5,571.8,9759,afternoon,medium,11
629,Turbofan-A,227,LINE-3,633.6,9442,night,high,66
630,Turbofan-B,161,LINE-3,547.0,8866,afternoon,low,40
631,Turbofan-A,399,LINE-3,591.7,8556,afternoon,high,98
632,Turbofan-C,273,LINE-3,579.3,8710,morning,high,70
633,Turbofan-A,457,LINE-1,571.6,9502,afternoon,high,66
634,Turbofan-C,370,LINE-3,556.1,8831,morning,high,62
635,Turbofan-A,156,LINE-2,486.7,9256,morning,medium,23
636,Turbofan-B,180,LINE-1,521.5,8732,afternoon,medium,26
637,Turbofan-A,242,LINE-3,501.2,9548,morning,low,20
638,Turbofan-C,170,LINE-2,538.0,9149,night,low,47
639,Turbofan-C,435,LINE-1,471.2,8035,morning,low,127
640,Turbofan-A,344,LINE-5,538.1,8505,morning,high,86
641,Turbofan-A,134,LINE-4,537.3,9484,night,medium,30
642,Turbofan-B,205,LINE-4,552.8,8777,afternoon,medium,14
643,Turbofan-B,190,LINE-1,599.8,8723,afternoon,high,36
644,Turbofan-A,379,LINE-3,520.1,8260,morning,medium,113
645,Turbofan-A,259,LINE-2,547.0,8527,morning,low,43
646,Turbofan-B,163,LINE-4,515.9,8592,night,high,35
647,Turbofan-C,273,LINE-3,540.1,9250,night,medium,38
648,Turbofan-A,254,LINE-5,545.2,9285,morning,medium,32
649,Turbofan-B,239,LINE-1,543.9,8954,afternoon,medium,70
650,Turbofan-A,381,LINE-3,496.6,8928,afternoon,low,42
651,Turbofan-B,297,LINE-3,563.9,7831,night,low,11
652,Turbofan-B,190,LINE-3,557.3,8473,afternoon,low,40
653,Turbofan-C,197,LINE-5,537.5,9560,night,low,22
654,Turbofan-B,145,LINE-5,523.8,8633,afternoon,medium,38
655,Turbofan-B,159,LINE-2,545.1,9626,night,low,34
656,Turbofan-C,174,LINE-1,523.1,9415,afternoon,high,5
657,Turbofan-B,170,LINE-3,505.6,9067,morning,high,15
658,Turbofan-C,164,LINE-5,503.7,8686,morning,medium,2
659,Turbofan-A,176,LINE-4,574.2,8711,morning,medium,7
660,Turbofan-B,225,LINE-5,510.9,9717,night,critical,17
661,Turbofan-C,378,LINE-1,537.2,8618,afternoon,critical,67
662,Turbofan-A,241,LINE-2,584.8,9513,night,medium,38
663,Turbofan-A,324,LINE-4,567.2,9050,afternoon,high,23
664,Turbofan-C,211,LINE-5,555.9,8882,morning,low,63
665,Turbofan-A,242,LINE-5,556.2,10380,afternoon,medium,17
666,Turbofan-A,263,LINE-1,556.8,9134,night,medium,35
667,Turbofan-C,379,LINE-3,526.5,8692,night,medium,97
668,Turbofan-C,290,LINE-2,517.5,9219,night,medium,47
669,Turbofan-B,161,LINE-2,595.6,9200,morning,medium,18
670,Turbofan-A,167,LINE-5,529.0,9627,morning,medium,18
671,Turbofan-B,146,LINE-5,570.8,8363,night,medium,23
672,Turbofan-B,229,LINE-1,547.9,8940,night,medium,36
673,Turbofan-B,197,LINE-1,527.0,8794,morning,high,2
674,Turbofan-A,128,LINE-4,549.1,9172,afternoon,medium,2
675,Turbofan-A,361,LINE-4,507.3,9394,afternoon,high,21
676,Turbofan-A,244,LINE-5,536.8,9173,morning,critical,1
677,Turbofan-B,200,LINE-5,584.4,9200,morning,critical,31
678,Turbofan-B,236,LINE-3,513.5,8931,morning,low,3
679,Turbofan-A,190,LINE-5,557.7,8752,morning,high,16
680,Turbofan-C,202,LINE-2,518.7,9729,afternoon,medium,37
681,Turbofan-B,274,LINE-4,581.2,9194,morning,high,64
682,Turbofan-B,202,LINE-5,507.5,8697,night,critical,37
683,Turbofan-B,247,LINE-2,639.6,8753,night,medium,26
684,Turbofan-A,268,LINE-2,618.2,8981,night,critical,47
685,Turbofan-A,418,LINE-2,548.8,8423,night,medium,117
686,Turbofan-C,194,LINE-4,561.2,8976,morning,medium,21
687,Turbofan-A,287,LINE-2,598.3,9881,afternoon,high,11
688,Turbofan-A,279,LINE-5,533.6,9659,night,medium,12
689,Turbofan-A,280,LINE-5,527.3,8918,night,medium,7
690,Turbofan-C,250,LINE-2,554.3,9512,night,medium,18
691,Turbofan-C,194,LINE-3,543.1,9177,afternoon,high,27
692,Turbofan-B,273,LINE-1,533.9,8847,night,low,68
693,Turbofan-B,289,LINE-3,534.9,9574,morning,high,62
694,Turbofan-C,207,LINE-2,585.1,10209,afternoon,high,16
695,Turbofan-A,199,LINE-5,585.5,8980,morning,medium,9
696,Turbofan-B,225,LINE-3,557.9,9913,morning,high,49
697,Turbofan-B,212,LINE-3,516.1,9058,night,medium,57
698,Turbofan-A,187,LINE-3,549.2,8536,morning,high,46
699,Turbofan-A,365,LINE-5,541.7,8743,morning,medium,4
700,Turbofan-C,149,LINE-2,597.4,8706,morning,high,14
701,Turbofan-B,332,LINE-4,560.7,8473,afternoon,high,28
702,Turbofan-B,222,LINE-2,570.2,8803,morning,low,54
703,Turbofan-A,327,LINE-2,553.3,8900,afternoon,medium,36
704,Turbofan-A,267,LINE-2,586.3,8541,afternoon,medium,52
705,Turbofan-C,205,LINE-1,514.9,9445,morning,low,36
706,Turbofan-A,161,LINE-5,618.6,8911,morning,low,27
707,Turbofan-A,211,LINE-1,585.7,8023,morning,low,53
708,Turbofan-B,184,LINE-4,570.3,9530,night,high,40
709,Turbofan-C,255,LINE-3,524.9,9156,night,low,27
